vehicle_lat,vehicle_long,nearest_city,state_admin1,country_code
47.20026744,-70.00215698,La Pocatiere,Quebec,CA
43.18113629,-100.5040992,Mission,South Dakota,US
49.17282368,-70.09634818,Forestville,Quebec,CA
44.37302288,-119.8946457,Fossil,Oregon,US
31.26539397,-77.98741574,Isle of Palms,South Carolina,US
42.33652287,-71.28255313,Weston,Massachusetts,US
43.70009871,-119.4746306,Hines,Oregon,US
30.06317825,-102.7342735,Sanderson,Texas,US
35.57489538,-104.9355662,Las Vegas,New Mexico,US
49.06731362,-70.03624434,Forestville,Quebec,CA
30.24793341,-108.0711118,Casas Grandes,Chihuahua,MX
49.97184541,-70.01295909,Forestville,Quebec,CA
30.12912417,-70.77492438,Hamilton,Hamilton city,BM
30.00076657,-112.0141999,Pitiquito,Sonora,MX
35.83670775,-115.5752504,Sandy Valley,Nevada,US
46.11330908,-76.07557152,Maniwaki,Quebec,CA
46.49589648,-90.72537393,Ashland,Wisconsin,US
31.7904695,-119.1567619,Avalon,California,US
39.47034983,-81.37252194,Marietta,Ohio,US
30.28060559,-76.38201929,Cooper's Town,North Abaco,BS
35.50915401,-82.95444091,Lake Junaluska,North Carolina,US
42.78611292,-73.39031995,Hoosick Falls,New York,US
39.02894858,-71.38980382,Montauk,New York,US
30.56284591,-84.90296849,Sneads,Florida,US
49.06836296,-71.39599956,Saint-Ambroise,Quebec,CA
47.13985693,-85.86205813,Newberry,Michigan,US
46.15023915,-73.33944706,Saint-Felix-de-Valois,Quebec,CA
30.00067242,-89.43019637,Waveland,Mississippi,US
33.75043486,-88.66159824,Aberdeen,Mississippi,US
46.38776864,-74.62783181,Labelle,Quebec,CA
30.60858369,-87.00769498,East Milton,Florida,US
48.45505266,-70.25323335,La Malbaie,Quebec,CA
30.42975825,-107.9351106,Nuevo Casas Grandes,Chihuahua,MX
38.44368124,-70.90731859,Montauk,New York,US
37.48017896,-80.55438622,Union,West Virginia,US
37.42624663,-86.76775068,Oak Grove,Kentucky,US
46.40060757,-71.88757003,Plessisville,Quebec,CA
46.33025679,-91.89523546,Lake Nebagamon,Wisconsin,US
49.69680227,-112.1962184,Taber,Alberta,CA
35.81292592,-110.5131847,First Mesa,Arizona,US
31.91105385,-119.7089793,Avalon,California,US
30.74946617,-89.38151516,Poplarville,Mississippi,US
45.41891227,-88.44951928,Crandon,Wisconsin,US
30.33415733,-83.34168347,Madison,Florida,US
47.40252798,-104.768967,West Glendive,Montana,US
48.97482144,-119.7772383,Oliver,British Columbia,CA
30.03477836,-108.477838,Ejido El Largo,Chihuahua,MX
36.2562276,-77.91554719,Red Oak,North Carolina,US
41.15020214,-111.7561448,Mountain Green,Utah,US
46.65193898,-70.28241479,Montmagny,Quebec,CA
47.9755571,-76.79526646,Senneterre,Quebec,CA
30.00218028,-98.54653247,Blanco,Texas,US
43.30101866,-70.2399307,Kennebunkport,Maine,US
31.7751809,-71.21871015,Buxton,North Carolina,US
35.62590123,-71.94003344,Buxton,North Carolina,US
44.94486005,-115.9008815,McCall,Idaho,US
36.83391292,-86.17937485,Scottsville,Kentucky,US
40.77123177,-100.5834893,Stockville,Nebraska,US
32.1431158,-88.95210659,Stonewall,Mississippi,US
30.017982,-119.9919504,Avalon,California,US
31.72085188,-70.09024449,Hamilton,Hamilton city,BM
47.6341136,-70.35548972,La Malbaie,Quebec,CA
37.41482087,-106.3154354,Monte Vista,Colorado,US
30.95623681,-110.7666504,Imuris,Sonora,MX
33.67192412,-82.50868431,Lincolnton,Georgia,US
49.64807245,-118.8765705,Lumby,British Columbia,CA
33.15887147,-116.2124855,Borrego Springs,California,US
33.77226072,-119.3104878,Port Hueneme,California,US
47.57419996,-72.81131754,La Tuque,Quebec,CA
30.05516503,-74.84754224,Marsh Harbour,Central Abaco,BS
30.00557958,-99.84558534,Leakey,Texas,US
33.27521151,-87.51876591,Holt,Alabama,US
35.61354568,-107.0634744,Jemez Pueblo,New Mexico,US
41.83212696,-115.9334701,Elko,Nevada,US
44.37446515,-104.4934175,Sundance,Wyoming,US
30.10296053,-117.9719423,Las Brisas,Baja California,MX
30.17997077,-90.35079555,Laplace,Louisiana,US
49.94234343,-118.5541047,Lumby,British Columbia,CA
46.63353238,-99.66087416,Napoleon,North Dakota,US
30.17378492,-80.30231432,Saint Augustine Beach,Florida,US
38.59712094,-70.03574049,Nantucket,Massachusetts,US
32.28054758,-71.52223735,Buxton,North Carolina,US
31.4198689,-104.1649771,Mentone,Texas,US
44.73383785,-111.4990021,West Yellowstone,Montana,US
30.08070199,-100.4896402,Rocksprings,Texas,US
33.99114124,-72.8164669,Buxton,North Carolina,US
31.30227836,-70.32416887,Hamilton,Hamilton city,BM
49.88830008,-119.2675827,Kelowna,British Columbia,CA
49.53643424,-77.18249252,Matagami,Quebec,CA
31.18092433,-114.8597513,San Felipe,Baja California,MX
40.94122924,-75.04698974,Belvidere,New Jersey,US
34.5847225,-73.1173981,Buxton,North Carolina,US
37.46821321,-83.30902657,Jackson,Kentucky,US
30.16121827,-71.32302819,Buxton,North Carolina,US
30.04302515,-106.7928572,Ejido Benito Juarez,Chihuahua,MX
32.72864883,-71.22933078,Buxton,North Carolina,US
44.45036091,-73.63140443,Keeseville,New York,US
30.24057908,-99.82849876,Junction,Texas,US
48.6386363,-83.5961345,Hearst,Ontario,CA
30.07390411,-86.43673349,Miramar Beach,Florida,US
30.03953219,-75.14058366,Cooper's Town,North Abaco,BS
49.29689272,-88.9691302,Thunder Bay,Ontario,CA
30.04278663,-72.29579873,Marsh Harbour,Central Abaco,BS
36.18878504,-91.60146442,Ash Flat,Arkansas,US
46.89623993,-75.63459122,Ferme-Neuve,Quebec,CA
41.68772366,-73.26661173,Bethlehem Village,Connecticut,US
32.42665168,-70.01643931,Hamilton,Hamilton city,BM
30.26482008,-77.3188171,Cooper's Town,North Abaco,BS
30.00097144,-70.67237367,Hamilton,Hamilton city,BM
30.51050293,-77.7355464,Isle of Palms,South Carolina,US
30.19268758,-97.38709512,Camp Swift,Texas,US
40.82711839,-118.0555932,Winnemucca,Nevada,US
31.04590507,-70.3587869,Hamilton,Hamilton city,BM
30.49092841,-81.31340159,Atlantic Beach,Florida,US
30.00034277,-100.1232046,Rocksprings,Texas,US
30.00937451,-74.5735023,Marsh Harbour,Central Abaco,BS
30.07890015,-108.9327334,Ejido El Largo,Chihuahua,MX
37.30399984,-119.0784634,Mammoth Lakes,California,US
34.64861709,-96.30364802,Coalgate,Oklahoma,US
30.07279679,-76.0962995,Cooper's Town,North Abaco,BS
34.74191381,-70.23877964,Buxton,North Carolina,US
37.9233579,-93.19755667,Hermitage,Missouri,US
39.0653073,-74.83507969,Cape May Court House,New Jersey,US
48.96805963,-70.00709038,Forestville,Quebec,CA
40.70287711,-76.74809995,Trevorton,Pennsylvania,US
31.39782814,-116.2239506,Benito Garcia (El Zorrillo),Baja California,MX
47.77975079,-107.7589388,Malta,Montana,US
41.15007799,-70.996361,West Tisbury,Massachusetts,US
33.13871145,-94.09402709,Queen City,Texas,US
32.19700277,-74.03213624,Buxton,North Carolina,US
41.52353292,-112.8131692,Tremonton,Utah,US
43.89384687,-115.6687485,Idaho City,Idaho,US
39.80773875,-95.24116488,Highland,Kansas,US
30.01921074,-83.9575694,Perry,Florida,US
47.44484151,-98.01850301,Cooperstown,North Dakota,US
46.10027927,-70.7124946,Beauceville,Quebec,CA
30.92552223,-103.5101897,Pecos,Texas,US
42.48971203,-81.42379943,St. Thomas,Ontario,CA
30.16733976,-80.87604235,Villano Beach,Florida,US
34.61976303,-74.44400128,Buxton,North Carolina,US
34.06068403,-109.800313,Pinetop-Lakeside,Arizona,US
37.44598707,-77.16011487,Charles City,Virginia,US
45.31186701,-77.59854391,Bancroft,Ontario,CA
44.17284139,-85.83204949,Baldwin,Michigan,US
40.46843212,-73.38201904,East Massapequa,New York,US
46.91215698,-70.09896195,La Pocatiere,Quebec,CA
47.75896622,-74.05457178,Saint-Michel-des-Saints,Quebec,CA
32.9843754,-70.52792993,Buxton,North Carolina,US
35.53042096,-115.1722478,Enterprise,Nevada,US
46.3698155,-117.5108181,Pomeroy,Washington,US
34.42786265,-108.5313926,Black Rock,New Mexico,US
33.58539742,-85.33904217,Bowdon,Georgia,US
30.18663085,-73.0200281,Marsh Harbour,Central Abaco,BS
42.37296312,-78.5988672,Franklinville,New York,US
40.4199296,-76.22532246,Richland,Pennsylvania,US
45.49694494,-117.0614666,Joseph,Oregon,US
30.91978975,-84.04923377,Thomasville,Georgia,US
32.38918932,-101.0687906,Colorado City,Texas,US
30.29700461,-81.35904575,Jacksonville Beach,Florida,US
31.53045947,-100.9991151,Sterling City,Texas,US
47.44354442,-78.38874474,Malartic,Quebec,CA
45.39570402,-106.6348625,Lame Deer,Montana,US
31.79681536,-100.8627993,Sterling City,Texas,US
38.55311998,-70.09762208,Nantucket,Massachusetts,US
30.36112183,-86.00770714,Seaside,Florida,US
31.88544728,-70.00895692,Hamilton,Hamilton city,BM
35.00096988,-70.114663,Buxton,North Carolina,US
30.00889619,-82.87934775,Wellborn,Florida,US
49.06035528,-89.10935439,Thunder Bay,Ontario,CA
30.15555019,-93.67762461,Orange,Texas,US
33.30760727,-106.829555,Elephant Butte,New Mexico,US
34.36876036,-72.97097957,Buxton,North Carolina,US
42.25957751,-79.92300084,North East,Pennsylvania,US
33.82321839,-91.92011573,Star City,Arkansas,US
30.0509919,-81.00619642,Villano Beach,Florida,US
36.9790144,-119.3605486,Auberry,California,US
30.28326429,-119.9660744,Avalon,California,US
43.74192271,-80.26964865,Guelph,Ontario,CA
33.20665085,-114.0126585,Quartzsite,Arizona,US
30.00753983,-100.2623495,Rocksprings,Texas,US
32.33415844,-74.89521595,Harkers Island,North Carolina,US
30.11971339,-73.36902652,Marsh Harbour,Central Abaco,BS
36.81958544,-76.89257133,Franklin,Virginia,US
42.76841453,-119.7195489,Lakeview,Oregon,US
30.12474264,-70.29462949,Hamilton,Hamilton city,BM
36.01862462,-70.16786554,Nantucket,Massachusetts,US
45.82139911,-77.53779802,Petawawa,Ontario,CA
33.76817473,-80.27838242,Manning,South Carolina,US
39.21104777,-74.2992416,Atlantic City,New Jersey,US
45.17112494,-89.54640362,Merrill,Wisconsin,US
31.4062538,-78.0026298,Isle of Palms,South Carolina,US
37.7431845,-87.51184952,Henderson,Kentucky,US
32.17057495,-97.52892256,Cleburne,Texas,US
30.29572391,-117.1100544,Las Brisas,Baja California,MX
30.10633655,-119.1084074,Santa Anita,Baja California,MX
30.38298282,-95.57595622,Panorama Village,Texas,US
47.04800189,-74.22041152,Saint-Michel-des-Saints,Quebec,CA
30.46133227,-89.98596737,Abita Springs,Louisiana,US
43.46754472,-70.02318926,South Portland,Maine,US
47.89265694,-74.29572499,Saint-Michel-des-Saints,Quebec,CA
33.97028558,-116.8963258,Banning,California,US
43.21560729,-109.8202231,Pinedale,Wyoming,US
30.20132023,-73.81434715,Marsh Harbour,Central Abaco,BS
31.9910708,-81.8091446,Glennville,Georgia,US
30.61430604,-81.36349704,Fernandina Beach,Florida,US
49.3274295,-77.27647581,Lebel-sur-Quevillon,Quebec,CA
43.01615296,-118.7932286,Hines,Oregon,US
30.02054385,-117.2635876,Pueblo Benito Garcia,Baja California,MX
31.54715112,-102.5956568,Crane,Texas,US
31.1675619,-111.4162617,La Mesa,Sonora,MX
40.88861097,-99.42604214,Lexington,Nebraska,US
38.02309343,-119.7946478,Yosemite Valley,California,US
31.50201117,-108.5121315,Ascencion,Chihuahua,MX
30.18203223,-70.20101581,Hamilton,Hamilton city,BM
48.72571555,-76.09423417,Lebel-sur-Quevillon,Quebec,CA
30.03750247,-71.3059831,Buxton,North Carolina,US
30.2117253,-98.66847407,Fredericksburg,Texas,US
35.43133782,-75.89910303,Buxton,North Carolina,US
30.30318817,-89.22879314,Pass Christian,Mississippi,US
40.30441561,-117.4887532,Battle Mountain,Nevada,US
31.75104207,-72.24064354,Buxton,North Carolina,US
32.38254932,-72.58424155,Buxton,North Carolina,US
37.87643509,-105.0875063,Colorado City,Colorado,US
40.36076252,-70.00929227,Nantucket,Massachusetts,US
42.06495178,-114.7177859,Jackpot,Nevada,US
30.60130139,-98.67693385,Llano,Texas,US
34.02839985,-118.2027042,Boyle Heights,California,US
30.1030908,-70.48387,Hamilton,Hamilton city,BM
43.1806123,-99.51578877,Gregory,South Dakota,US
30.21039724,-70.03609269,Hamilton,Hamilton city,BM
39.26376335,-72.57436061,Mastic Beach,New York,US
31.17678903,-101.827863,Rankin,Texas,US
30.95949845,-81.80475924,Woodbine,Georgia,US
30.01050703,-82.29200005,Lake Butler,Florida,US
31.73565518,-94.72405773,Nacogdoches,Texas,US
30.10692121,-70.43720858,Hamilton,Hamilton city,BM
30.52636242,-114.2888252,San Felipe,Baja California,MX
48.61266702,-114.8652381,Eureka,Montana,US
30.82971092,-117.3397787,Rodolfo Sanchez Taboada,Baja California,MX
39.59867856,-119.8813474,Lemmon Valley,Nevada,US
40.52549171,-108.8050857,Rangely,Colorado,US
33.14857868,-70.00870231,Hamilton,Hamilton city,BM
30.32448888,-89.00151929,Gulfport,Mississippi,US
40.87955481,-103.2219418,Sterling,Colorado,US
30.4387029,-73.95313406,Marsh Harbour,Central Abaco,BS
35.84807554,-80.48990727,Mocksville,North Carolina,US
30.00110879,-100.3665824,Rocksprings,Texas,US
48.12370781,-73.68528572,La Tuque,Quebec,CA
37.34031371,-113.6767778,Ivins,Utah,US
33.26453003,-70.02114341,Hamilton,Hamilton city,BM
46.74750814,-70.01066267,Montmagny,Quebec,CA
30.12512301,-99.02439636,Kerrville,Texas,US
41.08386806,-79.14495632,Brookville,Pennsylvania,US
30.08639863,-70.73405078,Hamilton,Hamilton city,BM
49.99554384,-111.0490068,Bow Island,Alberta,CA
34.59229412,-98.94973695,Snyder,Oklahoma,US
35.83658268,-92.55886429,Marshall,Arkansas,US
42.73568086,-83.44493987,Clarkston,Michigan,US
31.64570221,-70.9728106,Buxton,North Carolina,US
32.36682362,-85.41033664,Auburn,Alabama,US
38.55548193,-103.3729787,Ordway,Colorado,US
46.25873585,-70.53017622,Saint-Come--Liniere,Quebec,CA
37.10883612,-106.9543175,Pagosa Springs,Colorado,US
30.00077736,-72.40615909,Marsh Harbour,Central Abaco,BS
30.28175973,-75.07892726,Cooper's Town,North Abaco,BS
30.71287776,-71.05180177,Buxton,North Carolina,US
30.04269456,-80.53039426,Saint Augustine Beach,Florida,US
35.95651952,-118.0842832,Weldon,California,US
30.0375758,-72.20399608,Marsh Harbour,Central Abaco,BS
30.47158082,-70.00005979,Hamilton,Hamilton city,BM
34.63556512,-70.73361196,Buxton,North Carolina,US
30.01783112,-82.3415097,Lake Butler,Florida,US
49.14567016,-76.96534377,Lebel-sur-Quevillon,Quebec,CA
43.28896308,-97.14585352,Parker,South Dakota,US
38.7644284,-98.94162966,Russell,Kansas,US
34.22126834,-96.20040356,Atoka,Oklahoma,US
32.79657218,-93.33745225,Cotton Valley,Louisiana,US
38.58095157,-109.2176783,Moab,Utah,US
41.93050333,-103.8072222,Mitchell,Nebraska,US
30.04525138,-111.1927443,Benjamin Hill,Sonora,MX
39.3009447,-78.22615846,Winchester,Virginia,US
30.0296586,-70.8428591,Hamilton,Hamilton city,BM
30.94872201,-70.8716426,Hamilton,Hamilton city,BM
30.04723585,-75.7704988,Cooper's Town,North Abaco,BS
48.1996256,-107.3069631,Malta,Montana,US
45.79950843,-70.41250229,Saint-Come--Liniere,Quebec,CA
30.63732389,-80.4195695,Atlantic Beach,Florida,US
44.90624978,-117.4190976,Baker City,Oregon,US
46.73166046,-108.5370106,Roundup,Montana,US
31.05770452,-94.73922158,Corrigan,Texas,US
30.0232022,-76.99839078,Cooper's Town,North Abaco,BS
47.86062131,-76.0394334,Ferme-Neuve,Quebec,CA
30.6662277,-104.1627421,Fort Davis,Texas,US
32.44550374,-86.6311502,Prattville,Alabama,US
45.66666482,-70.00232869,Greenville,Maine,US
32.9376997,-70.0543574,Hamilton,Hamilton city,BM
44.12145376,-76.66065792,Kingston,Ontario,CA
41.53758064,-72.15130701,Montville Center,Connecticut,US
39.48911374,-109.6747421,East Carbon City,Utah,US
30.97759543,-70.1753236,Hamilton,Hamilton city,BM
48.61883837,-72.48800805,Saint-Felicien,Quebec,CA
49.70103461,-114.5073323,Sparwood,British Columbia,CA
31.88353746,-70.2771626,Hamilton,Hamilton city,BM
45.0701016,-119.9856698,Fossil,Oregon,US
30.19395259,-90.08852388,Mandeville,Louisiana,US
31.92905014,-93.56772227,Mansfield,Louisiana,US
30.00106501,-78.24629523,Merritt Island,Florida,US
30.23547552,-74.75060298,Marsh Harbour,Central Abaco,BS
31.90305627,-99.39780846,Coleman,Texas,US
49.45362067,-94.18457184,Baudette,Minnesota,US
30.16390729,-70.10038209,Hamilton,Hamilton city,BM
37.10951117,-116.0921919,Beatty,Nevada,US
30.29460815,-111.3311619,Benjamin Hill,Sonora,MX
37.19177583,-100.6822744,Plains,Kansas,US
49.38889985,-115.3693738,Fernie,British Columbia,CA
30.367262,-118.4243813,Rodolfo Sanchez Taboada,Baja California,MX
30.09121335,-85.99318996,Laguna Beach,Florida,US
32.51224888,-114.8170353,San Luis,Arizona,US
34.01034384,-106.1579975,Carrizozo,New Mexico,US
45.36378145,-101.7406585,Dupree,South Dakota,US
39.08227062,-100.7985501,Oakley,Kansas,US
47.12464015,-91.15056871,Silver Bay,Minnesota,US
30.03190838,-70.02265478,Hamilton,Hamilton city,BM
49.49253929,-80.61059112,Iroquois Falls,Ontario,CA
35.81834241,-114.2904333,Dolan Springs,Arizona,US
31.81241961,-86.96480092,Georgiana,Alabama,US
34.34193013,-119.477811,Carpinteria,California,US
41.86469986,-70.61057791,White Island Shores,Massachusetts,US
42.23443871,-78.89523403,Little Valley,New York,US
30.80667277,-119.80197,Avalon,California,US
31.70227215,-110.6329744,Corona de Tucson,Arizona,US
46.15925154,-110.5579341,Livingston,Montana,US
49.1373601,-70.00038452,Forestville,Quebec,CA
30.78664572,-84.84695649,Chattahoochee,Florida,US
31.85891801,-72.43197843,Buxton,North Carolina,US
49.89506992,-113.1893793,Fort Macleod,Alberta,CA
30.68704335,-95.34094262,New Waverly,Texas,US
49.91163327,-70.01751559,Forestville,Quebec,CA
45.08161722,-71.17306174,Colebrook,New Hampshire,US
31.4581056,-89.56763122,Sumrall,Mississippi,US
30.01246664,-108.0720681,Benito Juarez,Chihuahua,MX
39.26047169,-72.13180165,Westhampton Beach,New York,US
30.05988418,-76.79538431,Cooper's Town,North Abaco,BS
32.06535025,-71.15326602,Buxton,North Carolina,US
30.14842143,-81.75273513,Lakeside,Florida,US
34.80439179,-97.35259525,Maysville,Oklahoma,US
32.22628431,-85.86314756,Union Springs,Alabama,US
48.54654487,-74.20951723,Chibougamau,Quebec,CA
49.95386492,-73.07604414,Albanel,Quebec,CA
44.03886038,-113.2944681,Arco,Idaho,US
35.15039701,-70.03485134,Buxton,North Carolina,US
43.78106079,-71.46412263,Sandwich,New Hampshire,US
33.21302334,-118.5279101,Avalon,California,US
40.45499518,-115.2969167,Spring Creek,Nevada,US
37.49127125,-70.12891276,Nantucket,Massachusetts,US
37.00760226,-109.7447557,Kayenta,Arizona,US
34.58581511,-80.83683634,Great Falls,South Carolina,US
32.96846768,-72.6858843,Buxton,North Carolina,US
30.4733577,-114.7792186,San Felipe,Baja California,MX
49.36848865,-75.93318289,Lebel-sur-Quevillon,Quebec,CA
32.45107311,-100.9741821,Colorado City,Texas,US
47.06619247,-71.6809573,Fossambault-sur-lac,Quebec,CA
39.34316968,-116.2662902,Eureka,Nevada,US
36.30166408,-84.03416669,Pine Crest,Tennessee,US
35.4563472,-71.52242746,Buxton,North Carolina,US
45.1042978,-89.3882503,Antigo,Wisconsin,US
30.01694337,-111.7659896,Benjamin Hill,Sonora,MX
32.71027329,-72.69264222,Buxton,North Carolina,US
48.0285573,-72.51722997,Roberval,Quebec,CA
47.5765573,-90.81406283,Grand Marais,Minnesota,US
31.2524422,-70.00241039,Hamilton,Hamilton city,BM
38.03093465,-94.82914537,Mound City,Kansas,US
30.06275986,-111.1102856,Benjamin Hill,Sonora,MX
40.46062074,-70.61605411,West Tisbury,Massachusetts,US
39.68471574,-70.5534144,Nantucket,Massachusetts,US
30.19654858,-87.49040292,Orange Beach,Alabama,US
38.90032071,-74.357736,Avalon,New Jersey,US
41.77905106,-118.3753213,Winnemucca,Nevada,US
30.45522103,-73.98011603,Harkers Island,North Carolina,US
49.31549387,-73.23900562,Normandin,Quebec,CA
43.66501938,-74.26784645,Lake Pleasant,New York,US
35.54048906,-70.2054131,Buxton,North Carolina,US
45.64310972,-96.77276662,Sisseton,South Dakota,US
39.88965967,-91.60201686,Palmyra,Missouri,US
30.8743127,-78.12244269,Isle of Palms,South Carolina,US
38.71559175,-70.00608271,Nantucket,Massachusetts,US
36.51596527,-72.47120805,Ocean City,Maryland,US
30.24450839,-81.22163159,Sawgrass,Florida,US
49.92206834,-117.9969296,Nakusp,British Columbia,CA
48.99239683,-70.06850469,Forestville,Quebec,CA
31.9256747,-78.37950468,Isle of Palms,South Carolina,US
30.28554166,-86.72424279,Mary Esther,Florida,US
43.23513606,-72.89494421,Manchester Center,Vermont,US
30.0005218,-112.2831683,La Libertad,Sonora,MX
44.9995034,-70.08704881,Kingfield,Maine,US
39.43948163,-110.6151787,Wellington,Utah,US
49.14076242,-91.2701916,Atikokan,Ontario,CA
41.68555521,-70.1181374,Northwest Harwich,Massachusetts,US
30.07468649,-70.03636265,Hamilton,Hamilton city,BM
49.4410487,-99.18489249,Carberry,Manitoba,CA
31.62303285,-99.53743287,Coleman,Texas,US
30.05783743,-77.96516585,Merritt Island,Florida,US
32.69436577,-71.14353626,Buxton,North Carolina,US
30.01124859,-110.1673853,Huepac,Sonora,MX
48.71539691,-100.2485895,Bottineau,North Dakota,US
49.91729713,-74.00253362,Chibougamau,Quebec,CA
30.0095409,-89.04551557,Long Beach,Mississippi,US
34.09919051,-106.5666418,Socorro,New Mexico,US
41.9450046,-97.9333643,Neligh,Nebraska,US
36.17269749,-70.00363048,Nantucket,Massachusetts,US
30.31263112,-99.62715289,Junction,Texas,US
46.64978482,-79.25721064,Temiscaming,Quebec,CA
30.07372502,-82.35182039,Lake Butler,Florida,US
45.01477338,-97.64719113,Clark,South Dakota,US
49.07310287,-77.69063558,Barraute,Quebec,CA
33.88471018,-71.16045877,Buxton,North Carolina,US
39.25436754,-88.62530752,Effingham,Illinois,US
47.95035368,-71.22368044,Jonquiere,Quebec,CA
47.43716791,-74.29397372,Saint-Michel-des-Saints,Quebec,CA
42.88190665,-116.1455802,Mountain Home Air Force Base,Idaho,US
44.14724383,-82.88932289,Bad Axe,Michigan,US
48.77178873,-84.27600785,Hornepayne,Ontario,CA
40.48642767,-84.93383156,Portland,Indiana,US
43.06243923,-86.08462528,Fruitport,Michigan,US
43.13705877,-117.0819525,Marsing,Idaho,US
32.61551694,-96.99802357,Cedar Hill,Texas,US
42.26812341,-72.06670563,North Brookfield,Massachusetts,US
31.11076562,-112.5162367,El Diamante (La Retranca),Sonora,MX
30.05137269,-76.78222695,Cooper's Town,North Abaco,BS
31.0374776,-89.58884273,Lumberton,Mississippi,US
33.32229614,-91.68026886,Hamburg,Arkansas,US
30.02309729,-70.10774026,Hamilton,Hamilton city,BM
34.94031004,-105.6291579,Moriarty,New Mexico,US
43.69901395,-113.8640048,Bellevue,Idaho,US
49.82999455,-83.06900632,Hearst,Ontario,CA
47.45423151,-119.9998112,Waterville,Washington,US
30.47684927,-91.40684188,Erwinville,Louisiana,US
37.02323019,-71.41916777,Brigantine,New Jersey,US
49.96195467,-117.0157979,Nelson,British Columbia,CA
33.0856984,-112.1563747,Maricopa,Arizona,US
30.25912889,-91.67660587,Catahoula,Louisiana,US
30.27486992,-102.3313921,Sanderson,Texas,US
44.83804339,-70.00713019,Madison,Maine,US
36.2160335,-83.86165804,Maynardville,Tennessee,US
