vehicle_lat,vehicle_long
30.60858369,-87.00769498
48.45505266,-70.25323335
30.42975825,-107.9351106
38.44368124,-70.90731859
37.48017896,-80.55438622
37.42624663,-86.76775068
46.40060757,-71.88757003
46.33025679,-91.89523546
49.69680227,-112.1962184
35.81292592,-110.5131847
31.91105385,-119.7089793
30.74946617,-89.38151516
45.41891227,-88.44951928
30.33415733,-83.34168347
47.40252798,-104.768967
48.97482144,-119.7772383
30.03477836,-108.477838
36.2562276,-77.91554719
41.15020214,-111.7561448
46.65193898,-70.28241479
47.9755571,-76.79526646
30.00218028,-98.54653247
43.30101866,-70.2399307
31.7751809,-71.21871015
35.62590123,-71.94003344
44.94486005,-115.9008815
36.83391292,-86.17937485
40.77123177,-100.5834893
32.1431158,-88.95210659
30.017982,-119.9919504
31.72085188,-70.09024449
47.6341136,-70.35548972
37.41482087,-106.3154354
30.95623681,-110.7666504
33.67192412,-82.50868431
49.64807245,-118.8765705
33.15887147,-116.2124855
33.77226072,-119.3104878
47.57419996,-72.81131754
30.05516503,-74.84754224
30.00557958,-99.84558534
33.27521151,-87.51876591
35.61354568,-107.0634744
41.83212696,-115.9334701
44.37446515,-104.4934175
30.10296053,-117.9719423
30.17997077,-90.35079555
49.94234343,-118.5541047
46.63353238,-99.66087416
30.17378492,-80.30231432
38.59712094,-70.03574049
32.28054758,-71.52223735
31.4198689,-104.1649771
44.73383785,-111.4990021
30.08070199,-100.4896402
33.99114124,-72.8164669
31.30227836,-70.32416887
49.88830008,-119.2675827
49.53643424,-77.18249252
31.18092433,-114.8597513
40.94122924,-75.04698974
34.5847225,-73.1173981
37.46821321,-83.30902657
30.16121827,-71.32302819
30.04302515,-106.7928572
32.72864883,-71.22933078
44.45036091,-73.63140443
30.24057908,-99.82849876
48.6386363,-83.5961345
30.07390411,-86.43673349
30.03953219,-75.14058366
49.29689272,-88.9691302
30.04278663,-72.29579873
36.18878504,-91.60146442
46.89623993,-75.63459122
41.68772366,-73.26661173
32.42665168,-70.01643931
30.26482008,-77.3188171
30.00097144,-70.67237367
30.51050293,-77.7355464
30.19268758,-97.38709512
40.82711839,-118.0555932
31.04590507,-70.3587869
30.49092841,-81.31340159
30.00034277,-100.1232046
30.00937451,-74.5735023
30.07890015,-108.9327334
37.30399984,-119.0784634
34.64861709,-96.30364802
30.07279679,-76.0962995
34.74191381,-70.23877964
37.9233579,-93.19755667
39.0653073,-74.83507969
48.96805963,-70.00709038
40.70287711,-76.74809995
31.39782814,-116.2239506
47.77975079,-107.7589388
41.15007799,-70.996361
33.13871145,-94.09402709
32.19700277,-74.03213624
41.52353292,-112.8131692
43.89384687,-115.6687485
39.80773875,-95.24116488
30.01921074,-83.9575694
47.44484151,-98.01850301
46.10027927,-70.7124946
30.92552223,-103.5101897
42.48971203,-81.42379943
30.16733976,-80.87604235
34.61976303,-74.44400128
34.06068403,-109.800313
37.44598707,-77.16011487
45.31186701,-77.59854391
44.17284139,-85.83204949
40.46843212,-73.38201904
46.91215698,-70.09896195
47.75896622,-74.05457178
32.9843754,-70.52792993
35.53042096,-115.1722478
46.3698155,-117.5108181
34.42786265,-108.5313926
33.58539742,-85.33904217
30.18663085,-73.0200281
42.37296312,-78.5988672
40.4199296,-76.22532246
45.49694494,-117.0614666
30.91978975,-84.04923377
32.38918932,-101.0687906
30.29700461,-81.35904575
31.53045947,-100.9991151
47.44354442,-78.38874474
45.39570402,-106.6348625
31.79681536,-100.8627993
38.55311998,-70.09762208
30.36112183,-86.00770714
31.88544728,-70.00895692
35.00096988,-70.114663
30.00889619,-82.87934775
49.06035528,-89.10935439
30.15555019,-93.67762461
33.30760727,-106.829555
34.36876036,-72.97097957
42.25957751,-79.92300084
33.82321839,-91.92011573
30.0509919,-81.00619642
36.9790144,-119.3605486
30.28326429,-119.9660744
43.74192271,-80.26964865
33.20665085,-114.0126585
30.00753983,-100.2623495
32.33415844,-74.89521595
30.11971339,-73.36902652
36.81958544,-76.89257133
42.76841453,-119.7195489
30.12474264,-70.29462949
36.01862462,-70.16786554
45.82139911,-77.53779802
33.76817473,-80.27838242
39.21104777,-74.2992416
45.17112494,-89.54640362
31.4062538,-78.0026298
37.7431845,-87.51184952
32.17057495,-97.52892256
30.29572391,-117.1100544
30.10633655,-119.1084074
30.38298282,-95.57595622
47.04800189,-74.22041152
30.46133227,-89.98596737
43.46754472,-70.02318926
47.89265694,-74.29572499
33.97028558,-116.8963258
43.21560729,-109.8202231
30.20132023,-73.81434715
31.9910708,-81.8091446
30.61430604,-81.36349704
49.3274295,-77.27647581
43.01615296,-118.7932286
30.02054385,-117.2635876
31.54715112,-102.5956568
31.1675619,-111.4162617
40.88861097,-99.42604214
38.02309343,-119.7946478
31.50201117,-108.5121315
30.18203223,-70.20101581
48.72571555,-76.09423417
30.03750247,-71.3059831
30.2117253,-98.66847407
35.43133782,-75.89910303
30.30318817,-89.22879314
40.30441561,-117.4887532
31.75104207,-72.24064354
32.38254932,-72.58424155
37.87643509,-105.0875063
40.36076252,-70.00929227
42.06495178,-114.7177859
30.60130139,-98.67693385
34.02839985,-118.2027042
30.1030908,-70.48387
43.1806123,-99.51578877
30.21039724,-70.03609269
39.26376335,-72.57436061
31.17678903,-101.827863
30.95949845,-81.80475924
30.01050703,-82.29200005
31.73565518,-94.72405773
30.10692121,-70.43720858
30.52636242,-114.2888252
48.61266702,-114.8652381
30.82971092,-117.3397787
39.59867856,-119.8813474
40.52549171,-108.8050857
33.14857868,-70.00870231
30.32448888,-89.00151929
40.87955481,-103.2219418
30.4387029,-73.95313406
35.84807554,-80.48990727
30.00110879,-100.3665824
48.12370781,-73.68528572
37.34031371,-113.6767778
33.26453003,-70.02114341
46.74750814,-70.01066267
30.12512301,-99.02439636
41.08386806,-79.14495632
30.08639863,-70.73405078
49.99554384,-111.0490068
34.59229412,-98.94973695
35.83658268,-92.55886429
42.73568086,-83.44493987
31.64570221,-70.9728106
32.36682362,-85.41033664
38.55548193,-103.3729787
46.25873585,-70.53017622
37.10883612,-106.9543175
30.00077736,-72.40615909
30.28175973,-75.07892726
30.71287776,-71.05180177
30.04269456,-80.53039426
35.95651952,-118.0842832
30.0375758,-72.20399608
30.47158082,-70.00005979
34.63556512,-70.73361196
30.01783112,-82.3415097
49.14567016,-76.96534377
43.28896308,-97.14585352
38.7644284,-98.94162966
34.22126834,-96.20040356
32.79657218,-93.33745225
38.58095157,-109.2176783
41.93050333,-103.8072222
30.04525138,-111.1927443
39.3009447,-78.22615846
30.0296586,-70.8428591
30.94872201,-70.8716426
30.04723585,-75.7704988
48.1996256,-107.3069631
45.79950843,-70.41250229
30.63732389,-80.4195695
44.90624978,-117.4190976
46.73166046,-108.5370106
31.05770452,-94.73922158
30.0232022,-76.99839078
47.86062131,-76.0394334
30.6662277,-104.1627421
32.44550374,-86.6311502
45.66666482,-70.00232869
32.9376997,-70.0543574
44.12145376,-76.66065792
41.53758064,-72.15130701
39.48911374,-109.6747421
30.97759543,-70.1753236
48.61883837,-72.48800805
49.70103461,-114.5073323
31.88353746,-70.2771626
45.0701016,-119.9856698
30.19395259,-90.08852388
31.92905014,-93.56772227
30.00106501,-78.24629523
30.23547552,-74.75060298
31.90305627,-99.39780846
49.45362067,-94.18457184
30.16390729,-70.10038209
37.10951117,-116.0921919
30.29460815,-111.3311619
37.19177583,-100.6822744
49.38889985,-115.3693738
30.367262,-118.4243813
30.09121335,-85.99318996
32.51224888,-114.8170353
34.01034384,-106.1579975
45.36378145,-101.7406585
39.08227062,-100.7985501
47.12464015,-91.15056871
30.03190838,-70.02265478
49.49253929,-80.61059112
35.81834241,-114.2904333
31.81241961,-86.96480092
34.34193013,-119.477811
41.86469986,-70.61057791
42.23443871,-78.89523403
30.80667277,-119.80197
31.70227215,-110.6329744
46.15925154,-110.5579341
49.1373601,-70.00038452
30.78664572,-84.84695649
31.85891801,-72.43197843
49.89506992,-113.1893793
30.68704335,-95.34094262
49.91163327,-70.01751559
45.08161722,-71.17306174
31.4581056,-89.56763122
30.01246664,-108.0720681
39.26047169,-72.13180165
30.05988418,-76.79538431
32.06535025,-71.15326602
30.14842143,-81.75273513
34.80439179,-97.35259525
32.22628431,-85.86314756
48.54654487,-74.20951723
49.95386492,-73.07604414
44.03886038,-113.2944681
35.15039701,-70.03485134
43.78106079,-71.46412263
33.21302334,-118.5279101
40.45499518,-115.2969167
37.49127125,-70.12891276
37.00760226,-109.7447557
34.58581511,-80.83683634
32.96846768,-72.6858843
30.4733577,-114.7792186
49.36848865,-75.93318289
32.45107311,-100.9741821
47.06619247,-71.6809573
39.34316968,-116.2662902
36.30166408,-84.03416669
35.4563472,-71.52242746
45.1042978,-89.3882503
30.01694337,-111.7659896
32.71027329,-72.69264222
48.0285573,-72.51722997
47.5765573,-90.81406283
31.2524422,-70.00241039
38.03093465,-94.82914537
30.06275986,-111.1102856
40.46062074,-70.61605411
39.68471574,-70.5534144
30.19654858,-87.49040292
38.90032071,-74.357736
41.77905106,-118.3753213
30.45522103,-73.98011603
49.31549387,-73.23900562
43.66501938,-74.26784645
35.54048906,-70.2054131
45.64310972,-96.77276662
39.88965967,-91.60201686
30.8743127,-78.12244269
38.71559175,-70.00608271
36.51596527,-72.47120805
30.24450839,-81.22163159
49.92206834,-117.9969296
48.99239683,-70.06850469
31.9256747,-78.37950468
30.28554166,-86.72424279
43.23513606,-72.89494421
30.0005218,-112.2831683
44.9995034,-70.08704881
39.43948163,-110.6151787
49.14076242,-91.2701916
41.68555521,-70.1181374
30.07468649,-70.03636265
49.4410487,-99.18489249
31.62303285,-99.53743287
30.05783743,-77.96516585
32.69436577,-71.14353626
30.01124859,-110.1673853
48.71539691,-100.2485895
49.91729713,-74.00253362
30.0095409,-89.04551557
34.09919051,-106.5666418
41.9450046,-97.9333643
36.17269749,-70.00363048
30.31263112,-99.62715289
46.64978482,-79.25721064
30.07372502,-82.35182039
45.01477338,-97.64719113
49.07310287,-77.69063558
33.88471018,-71.16045877
39.25436754,-88.62530752
47.95035368,-71.22368044
47.43716791,-74.29397372
42.88190665,-116.1455802
44.14724383,-82.88932289
48.77178873,-84.27600785
40.48642767,-84.93383156
43.06243923,-86.08462528
43.13705877,-117.0819525
32.61551694,-96.99802357
42.26812341,-72.06670563
31.11076562,-112.5162367
30.05137269,-76.78222695
31.0374776,-89.58884273
33.32229614,-91.68026886
30.02309729,-70.10774026
34.94031004,-105.6291579
43.69901395,-113.8640048
49.82999455,-83.06900632
47.45423151,-119.9998112
30.47684927,-91.40684188
37.02323019,-71.41916777
49.96195467,-117.0157979
33.0856984,-112.1563747
30.25912889,-91.67660587
30.27486992,-102.3313921
44.83804339,-70.00713019
36.2160335,-83.86165804
47.86641464,-90.47763773
36.61855895,-119.9527979
37.31454883,-80.20796097
30.00395726,-71.61200053
30.0341956,-73.91568831
31.72585101,-109.1990031
30.04363221,-78.85689024
34.73960432,-113.0052842
34.45780505,-79.02783856
35.05752989,-70.19953241
33.40281433,-74.40607894
37.85474582,-114.4958088
47.98056975,-111.3513105
30.41095359,-113.52189
40.58723488,-70.26179249
35.69518426,-93.95558205
30.65401543,-72.43932954
36.36232834,-84.37584574
32.17160529,-70.00270067
43.2771882,-73.84525127
35.37353553,-86.09694695
49.90350705,-119.7727199
33.57467458,-79.76060277
33.4304661,-84.17886585
31.7602662,-71.80044254
48.2847993,-73.30730826
37.94364646,-112.3172434
48.62269364,-116.3488702
32.6118599,-98.32625279
48.82776558,-74.89450067
43.7469751,-74.28543457
30.73731337,-107.6378106
35.71581396,-71.89125049
33.11976778,-72.97327944
30.98320636,-80.00797408
43.88923468,-89.97398547
48.79492361,-114.653824
43.54683707,-73.58354401
30.68259984,-78.30575682
31.6537735,-118.6120245
41.0674861,-86.53937866
36.95824603,-99.87611532
33.65744096,-70.26845538
30.00857311,-71.48049855
41.08378106,-73.43576417
38.50299392,-114.4771003
46.34048809,-71.03206029
30.20224663,-76.09377575
32.96726639,-71.98426878
30.16811609,-119.4139965
30.00003725,-77.47766959
35.92165607,-91.81830955
34.94257351,-110.9191398
44.31799728,-96.75352092
31.72334594,-87.01199578
30.68343463,-85.87045122
49.58981391,-119.6489493
41.79364713,-71.45209752
48.52587003,-90.44418879
35.59980167,-70.10400635
30.0036263,-118.2448209
38.61870658,-99.42375301
30.83005084,-77.32846411
33.31913402,-74.85914971
30.14799716,-73.60212748
35.72739982,-102.591168
45.32115908,-83.34110655
32.14188018,-96.92400537
43.88648743,-71.42668305
49.07657995,-114.7672319
49.98309978,-75.25120376
34.84673647,-70.46349857
33.06463132,-117.4408192
35.27103282,-70.55863028
32.48888448,-71.05462399
43.15663725,-117.0527036
37.12892666,-78.50054571
40.42203668,-85.20135106
32.03954364,-70.07099621
37.96333522,-73.07521604
30.0126286,-107.0300488
35.8403324,-91.45742474
38.44162694,-79.21581868
36.21069206,-77.42454251
49.97173651,-76.95528149
49.66216863,-88.54086333
30.64247816,-75.30906806
30.01994742,-70.25179306
45.37453807,-119.647467
42.26687045,-82.34403262
34.72743751,-92.42306747
42.36037266,-111.610243
32.19261532,-91.39189098
45.82157829,-70.00697636
45.71782038,-73.10523929
30.51609638,-97.16808882
30.78807844,-73.56977211
48.92402936,-110.9443481
44.01213759,-72.1072406
42.24370284,-70.45376267
30.01680829,-89.09410043
34.95659607,-95.77942662
41.24401116,-72.3650726
39.00414606,-74.01663335
46.44990879,-70.01087273
44.39368539,-75.63636867
48.96029762,-76.36309596
40.72241972,-73.66703273
46.74893031,-114.7232739
40.43970224,-113.5934327
30.00359594,-71.1918889
38.79958662,-116.4821383
32.20608982,-75.76084778
39.33036117,-109.7431546
42.91387718,-119.4552792
33.45192509,-71.06140823
34.08121306,-70.49930427
40.53090205,-110.3924753
44.56826095,-88.83827773
30.05161552,-94.86357334
31.91426612,-82.54743532
32.41633098,-70.0047849
30.07547399,-99.18848285
30.03439894,-119.920705
31.3734998,-71.49656262
41.50524616,-105.1767217
32.22056994,-110.1610204
35.6324489,-113.0243536
48.82274342,-86.59093897
30.46648023,-75.0236227
30.9740964,-119.0538969
30.21725562,-118.8585075
44.86360185,-113.5298649
48.05319281,-119.5587895
43.97027279,-70.57520395
34.43980951,-75.38729361
36.01764752,-72.68751953
30.07542988,-104.6018351
30.15902384,-70.24893855
30.03628937,-75.99796445
33.26071295,-99.57700885
30.05056544,-70.30569741
42.44373763,-73.8236704
35.50389316,-87.35477495
39.14804223,-117.3936292
30.43782677,-116.5528095
30.12843968,-72.26469578
31.99866538,-71.55243141
46.01700604,-78.72755559
30.16801834,-106.037849
30.44974275,-70.94762186
30.16244477,-108.3956467
36.18227951,-106.1411943
30.77357665,-84.92742573
44.2335847,-91.56811591
47.56047855,-113.0825191
30.0599555,-72.60403055
32.88987583,-112.8361784
46.88600886,-119.2632072
46.17324603,-70.50576552
37.64836973,-70.21952745
39.71340592,-99.55250197
43.2579096,-95.25960728
30.01644486,-118.0696445
30.02938784,-99.58755457
34.08224956,-115.923162
43.95883232,-119.6314727
49.5206055,-75.52062195
32.04574003,-106.6100863
39.10577943,-80.18322866
30.14984973,-105.1596371
43.49766984,-104.0720952
35.25577893,-99.30506617
49.9789605,-89.12758744
35.48514746,-84.38460249
30.00964276,-72.08261308
48.65093465,-73.8072471
44.61340336,-78.1266202
30.00346057,-92.55182267
30.21509386,-111.7808842
33.11524876,-92.987506
30.19708409,-85.72318961
31.07607234,-101.8076974
42.33349578,-70.0195708
35.79815914,-112.622427
33.52805182,-87.07519935
45.79702294,-78.5779348
42.17936869,-70.00409615
30.83725063,-119.9929084
30.00687544,-70.02872863
34.69317492,-81.77885045
38.43474155,-71.46127476
30.06833204,-112.178681
30.28620849,-71.1862931
35.26059392,-94.05387207
30.4240645,-82.4978392
49.44108073,-77.7900845
43.5955565,-119.0430224
37.1995672,-90.84937529
31.99301652,-111.9343424
47.10644439,-73.36701739
37.52459685,-104.7306107
37.13357288,-102.0212335
49.15701061,-74.97017103
30.04079381,-78.6757849
31.36881287,-98.03488836
42.10696093,-106.4903989
37.8402105,-70.76786155
36.24478357,-116.9298991
39.78337152,-72.92495045
30.00760155,-75.59013512
46.30684384,-103.8797294
35.9149132,-89.65295743
30.69051583,-89.36381984
48.18144223,-119.622668
35.09876739,-112.1397974
34.48865162,-74.19892438
48.05331649,-81.04959403
31.42722604,-94.61486317
31.15601648,-89.63965582
47.78724696,-70.17768077
42.86641311,-104.4501246
30.70362185,-79.71214066
30.15513276,-82.55940312
30.21251256,-73.98735914
47.76016036,-70.70880301
33.91025423,-70.26546365
41.20849133,-86.55983761
39.0528388,-99.90566161
32.22317134,-116.5055829
36.74617842,-71.97603284
30.71710361,-83.31958606
30.0017338,-114.2393512
30.27956975,-108.9964253
47.8014149,-109.6521245
35.56136202,-70.00383135
46.56698533,-114.0285018
32.0305486,-84.08793576
49.98622911,-76.51527617
49.85065739,-73.87049435
47.46141294,-82.02308986
41.87387787,-81.23264996
31.20824412,-73.0252027
33.76543238,-70.09022076
35.90971725,-70.0294292
49.99652413,-70.03066552
42.57567928,-71.21483358
49.34319096,-109.6139597
39.4664885,-88.32897518
49.38624392,-110.869972
38.02655321,-70.62192292
37.0645376,-100.8618955
30.99050981,-70.48471163
48.52489181,-73.61056727
30.10253493,-70.1556809
42.4724887,-114.1572622
45.15026532,-82.1751889
33.97452231,-70.5466005
30.56383464,-117.6934816
36.31733912,-73.63965055
41.66034324,-113.9051617
36.50993068,-70.0111599
30.4170614,-74.84497031
45.22462289,-111.114406
37.49731741,-70.00413891
31.47133135,-70.35217638
49.31053549,-104.6618136
30.00247478,-75.59361042
32.0884685,-116.7685454
31.0247828,-103.2388254
32.45528975,-74.18792618
30.42196109,-75.66193684
36.46800049,-102.4321656
36.04145707,-72.0747153
41.84482995,-70.26306208
33.51686315,-82.80684487
48.3330222,-117.2325104
47.81472485,-106.9642597
39.9280351,-87.6247049
49.74419744,-89.66408306
30.1272793,-79.05167722
35.29828004,-70.02658277
47.75394248,-87.27488555
31.15013082,-111.0088066
33.42563853,-89.38932672
30.07207441,-89.55878526
30.41058546,-70.6811748
49.08722019,-93.52663984
39.52907744,-80.86439273
31.56308362,-116.0552889
30.00278542,-75.2752149
49.82948815,-73.4230313
40.34070404,-70.01703908
31.26659998,-70.75837815
30.86469552,-74.4498085
42.49740442,-72.58822934
31.85801161,-118.7042213
33.88834406,-114.2831258
47.59378697,-105.8947738
30.04228518,-119.2746204
48.68003121,-73.71248768
36.44469768,-112.641499
30.24262539,-119.9828268
37.78701632,-71.72227648
39.68550196,-70.71169353
30.05879529,-119.817718
43.62292173,-70.88816939
30.01835575,-80.97234204
32.9543452,-116.526735
31.30470801,-72.54783046
41.94993732,-70.11707866
30.46128317,-76.02101191
31.89992856,-70.81996296
30.22770945,-74.70145262
32.93221838,-95.83136396
38.10358836,-115.8970225
30.14455731,-82.8295534
45.08376291,-115.8196083
31.04533536,-115.5461432
31.22151284,-70.20903889
37.02188505,-97.59132095
44.54073722,-115.1063682
30.35643101,-71.29149133
45.839933,-90.98914906
31.92966523,-84.59534629
30.34510688,-94.89020319
47.77521828,-70.38981217
34.48454276,-73.28052149
30.04945929,-107.4120748
42.87352438,-70.01234829
47.29842028,-74.66574396
45.01367526,-71.8017074
48.78954585,-71.28480594
38.10175934,-117.6358138
30.05966048,-119.1114389
30.38484868,-117.4320158
42.5688678,-77.90197571
44.9047663,-114.1186383
33.49040462,-105.8956493
38.84348764,-88.72424565
33.80648109,-119.7039829
40.91877835,-109.6944412
30.67062272,-93.92721662
30.84516509,-96.67857496
33.6121418,-98.07497626
38.61733682,-70.15384759
31.78971626,-88.79027251
48.19445112,-119.668247
44.19608928,-96.24007998
49.41356422,-111.807474
30.3262218,-76.98819893
30.64057633,-70.06532777
31.58502743,-118.9209163
41.00124304,-70.00462591
38.09438264,-80.27429259
30.02916743,-102.0430802
30.78136168,-102.5625183
39.83296739,-97.61733015
30.30917138,-114.8399964
33.09760802,-94.16619556
40.50461951,-116.2167711
49.47281672,-70.00008295
49.16135974,-82.81688525
31.01622246,-105.21014
31.02360855,-100.2254513
30.00092687,-113.5408375
45.3069689,-92.26586146
46.76409649,-119.2740275
49.28850203,-114.0976409
40.73002303,-104.5647224
30.59819155,-71.01786746
30.00121148,-72.07582043
32.09886856,-71.90542307
35.27726036,-116.985542
49.7359278,-72.15873185
39.3056856,-72.40532851
48.51681204,-72.74542144
30.37236754,-79.2211721
49.86984881,-70.00014621
30.02776136,-103.3063748
48.21747872,-97.03209878
30.0630073,-70.02058962
38.79506966,-71.59719691
33.69751216,-101.3226535
41.02238758,-70.49066999
37.63987767,-98.27639994
36.53156732,-110.3472852
31.54525074,-105.4779998
30.33911644,-117.9562414
35.05866914,-81.66828442
41.94412419,-70.00379897
49.26854624,-80.99697746
33.0168552,-106.7295361
49.26791712,-74.13558261
31.17471953,-76.97458753
44.1816083,-107.2300891
44.15715296,-90.08098287
31.10737229,-86.49024393
30.14987136,-99.29964637
46.94036648,-77.38571978
30.45514402,-111.9993847
41.88273754,-114.4113065
41.84306747,-117.9728814
30.099601,-109.040607
30.50182169,-81.28717044
33.73263549,-75.27276052
34.71452015,-108.3072839
33.14191787,-78.44381044
36.74290649,-96.92998424
43.41247162,-118.5711019
49.99930955,-97.21748515
49.57322037,-89.4780146
45.75519765,-88.42070154
36.92935262,-88.18700146
30.42816686,-93.27879287
38.50869734,-109.6559057
30.42522425,-106.2200207
49.51415117,-111.6528847
30.20270158,-83.46342499
43.47342093,-79.34649122
49.96512402,-100.6218843
48.76222718,-116.7635363
49.72214584,-70.2210766
46.86617057,-107.8600385
30.00124882,-94.64491117
32.71973938,-84.81743784
49.5799712,-70.03746721
30.27620144,-107.5025658
32.09142011,-105.3233818
42.39383679,-75.32507021
45.2236842,-70.55083496
31.43135542,-70.00647903
33.24669841,-119.7322961
32.47826787,-71.29247277
33.27845285,-78.12443244
38.75883055,-112.014054
42.58628418,-76.89840458
45.15140836,-70.6019127
46.28658319,-73.54921198
46.19686368,-95.44066965
38.31046425,-90.11070965
46.90872341,-84.13446018
38.5805483,-84.25874086
39.30429981,-73.97868838
40.08579606,-72.30184153
48.23688647,-90.88320856
49.69896061,-111.0332146
49.06558849,-111.3754256
30.01632433,-101.1391817
46.8599885,-73.87415848
42.91768383,-71.38487273
31.01789672,-73.57756295
30.0986188,-101.6975429
31.26070018,-83.85752954
37.14721201,-70.05382631
46.59110451,-85.96105976
37.75844036,-70.19916018
39.71889422,-70.54487405
36.87658224,-115.5250845
30.09475365,-82.1863255
30.77276469,-85.93640021
41.50314827,-70.1379111
47.45754582,-103.215248
34.45563238,-70.1618141
38.66183252,-70.00274857
38.7923875,-91.12430197
46.28864229,-74.40181597
49.1095052,-105.3784898
36.02833226,-85.97003269
30.51275714,-70.31988129
30.18093837,-114.2876764
30.16033402,-85.05433961
30.94678665,-106.4291171
49.07939874,-70.33027146
33.43655686,-104.3900282
41.53178436,-70.56479169
37.66607035,-80.50258054
44.23547236,-112.6370942
37.56919226,-100.3730828
38.37604086,-116.3318094
44.52966623,-79.81510343
30.02394184,-70.0140225
35.84369358,-70.00138395
30.00347131,-75.61669672
38.05185323,-118.5687361
48.37570468,-89.34874248
34.262252,-70.51444983
46.59816357,-98.43120857
30.42882343,-91.67076392
30.00014845,-93.27185563
49.64803558,-73.56521641
48.47173535,-70.01941546
37.08556165,-70.89859015
30.15352461,-86.63216713
30.14888132,-95.22604954
48.14955146,-70.14822087
44.74119722,-70.09678861
30.03031829,-70.02253547
41.90916691,-87.72044608
30.10324665,-70.35617385
30.85095153,-74.6288991
38.80651462,-75.9981932
33.55178758,-70.00040087
32.1922326,-113.2287096
33.35620086,-70.0126017
30.97121768,-118.9011431
32.72738947,-80.28498768
30.12815687,-85.77791707
38.10209679,-104.5691873
37.30453348,-83.42494372
30.05202538,-119.9382974
30.96107781,-75.62270658
38.05549329,-94.63588984
30.2330831,-81.89382495
32.19358752,-71.26907131
41.03356739,-95.15647233
49.51630815,-70.51092724
45.32747871,-72.1628133
30.00000001,-81.12229164
30.08080971,-113.0613456
49.5400203,-71.36393357
49.99710789,-102.7394592
30.95042231,-88.0889809
44.33541908,-96.81968647
38.15773702,-101.2776978
46.37007578,-77.8952648
32.53381598,-70.09484262
30.0886788,-104.4734367
39.07978643,-113.3957847
37.27534404,-81.06935807
30.00049685,-94.38833635
39.15678342,-83.22962632
43.4711783,-74.76472737
30.05578453,-101.4543239
36.23677086,-72.9467397
31.90348165,-91.42453166
48.38066883,-92.19231963
43.79282183,-104.9859552
30.79944992,-119.962527
33.18802513,-119.9976487
30.7938768,-70.65435735
43.74786432,-70.01122799
30.27770188,-100.5788112
45.24292645,-76.31479868
42.21588618,-75.81933721
47.26839689,-101.6180783
47.13203533,-76.02429939
48.07959018,-95.5015593
30.24719842,-108.1588526
30.95200912,-81.30737649
30.00263552,-109.4563365
49.58750126,-119.74067
30.46405275,-71.70062323
38.71007855,-74.21254365
36.55745436,-100.9780169
30.00070529,-99.00955153
44.49749545,-111.4914407
46.66383352,-76.30952398
30.87324177,-70.2303209
30.00630266,-75.45040928
42.22797348,-118.4226318
35.42249106,-72.87285687
30.00001004,-93.22686865
49.94138604,-70.00500615
43.28166472,-85.60572862
